Raw Weather Data for La Canada Flintridge, CA
	Maximum Wind Gust
Date	(knots)	Station Used
2002-04-17	15.0	BURBANK-GLENDALE-PAS
2002-04-18	15.0	BURBANK-GLENDALE-PAS
2002-04-19	15.0	BURBANK-GLENDALE-PAS
2002-04-20	22.0	BURBANK-GLENDALE-PAS
2002-04-21	14.0	BURBANK-GLENDALE-PAS
2002-04-27	19.0	BURBANK-GLENDALE-PAS
2002-04-28	15.0	BURBANK-GLENDALE-PAS
2002-04-29	15.0	BURBANK-GLENDALE-PAS
2002-04-30	14.0	BURBANK-GLENDALE-PAS
2002-05-02	15.0	BURBANK-GLENDALE-PAS
2002-05-16	15.0	BURBANK-GLENDALE-PAS
2002-05-19	15.0	BURBANK-GLENDALE-PAS
2002-05-20	22.0	BURBANK-GLENDALE-PAS
2002-05-26	15.0	BURBANK-GLENDALE-PAS
2002-06-02	14.0	BURBANK-GLENDALE-PAS
2002-06-05	15.0	BURBANK-GLENDALE-PAS
2002-06-06	21.0	BURBANK-GLENDALE-PAS
2002-06-07	16.0	BURBANK-GLENDALE-PAS
2002-06-09	14.0	BURBANK-GLENDALE-PAS
2002-06-10	18.0	BURBANK-GLENDALE-PAS
2002-06-13	15.0	BURBANK-GLENDALE-PAS
2002-06-27	16.0	BURBANK-GLENDALE-PAS
2002-07-09	15.0	BURBANK-GLENDALE-PAS
2002-07-28	14.0	BURBANK-GLENDALE-PAS
2002-08-10	16.0	BURBANK-GLENDALE-PAS
2002-08-23	14.0	BURBANK-GLENDALE-PAS
2002-08-30	15.0	BURBANK-GLENDALE-PAS
2002-09-02	16.0	BURBANK-GLENDALE-PAS
2002-09-14	15.0	BURBANK-GLENDALE-PAS
2002-09-27	15.0	BURBANK-GLENDALE-PAS
2002-11-10	18.0	BURBANK-GLENDALE-PAS
2002-11-11	22.0	BURBANK-GLENDALE-PAS
2002-11-25	26.0	BURBANK-GLENDALE-PAS
2002-11-26	46.0	BURBANK-GLENDALE-PAS
2002-11-27	33.0	BURBANK-GLENDALE-PAS
2002-11-28	18.0	MOUNT WILSON
2002-11-29	20.0	BURBANK-GLENDALE-PAS
2002-12-10	14.0	BURBANK-GLENDALE-PAS
2002-12-16	32.0	MOUNT WILSON
2002-12-17	32.0	BURBANK-GLENDALE-PAS
2002-12-18	18.0	BURBANK-GLENDALE-PAS
2002-12-19	21.0	BURBANK-GLENDALE-PAS
2002-12-20	27.0	BURBANK-GLENDALE-PAS
2002-12-22	22.0	BURBANK-GLENDALE-PAS
2002-12-23	15.0	BURBANK-GLENDALE-PAS
2002-12-29	21.0	BURBANK-GLENDALE-PAS
2003-01-01	15.0	BURBANK-GLENDALE-PAS
2003-01-06	37.0	MOUNT WILSON
2003-01-08	15.0	MOUNT WILSON
2003-01-25	19.0	BURBANK-GLENDALE-PAS
2003-02-02	28.0	BURBANK-GLENDALE-PAS
2003-02-03	15.0	MOUNT WILSON
2003-02-12	22.0	BURBANK-GLENDALE-PAS
2003-02-20	25.0	BURBANK-GLENDALE-PAS
2003-02-24	22.0	BURBANK-GLENDALE-PAS
2003-02-25	22.0	BURBANK-GLENDALE-PAS
2003-03-02	26.0	BURBANK-GLENDALE-PAS
2003-03-04	15.0	BURBANK-GLENDALE-PAS
2003-03-15	20.0	BURBANK-GLENDALE-PAS
2003-03-17	33.0	BURBANK-GLENDALE-PAS
2003-03-18	28.0	BURBANK-GLENDALE-PAS
2003-03-26	27.0	BURBANK-GLENDALE-PAS
2003-03-27	29.0	BURBANK-GLENDALE-PAS
2003-03-28	22.0	BURBANK-GLENDALE-PAS
2003-03-29	19.0	BURBANK-GLENDALE-PAS
2003-04-01	22.0	BURBANK-GLENDALE-PAS
2003-04-02	21.0	BURBANK-GLENDALE-PAS
2003-04-04	16.0	BURBANK-GLENDALE-PAS
2003-04-05	23.0	BURBANK-GLENDALE-PAS
2003-04-06	22.0	BURBANK-GLENDALE-PAS
2003-04-07	21.0	BURBANK-GLENDALE-PAS
2003-04-12	16.0	BURBANK-GLENDALE-PAS
2003-04-13	16.0	BURBANK-GLENDALE-PAS
2003-04-14	15.0	BURBANK-GLENDALE-PAS
2003-04-15	16.0	BURBANK-GLENDALE-PAS
2003-04-18	14.0	BURBANK-GLENDALE-PAS
2003-04-19	15.0	BURBANK-GLENDALE-PAS
2003-04-23	14.0	BURBANK-GLENDALE-PAS
2003-05-02	16.0	BURBANK-GLENDALE-PAS
2003-05-03	22.0	BURBANK-GLENDALE-PAS
2003-05-04	16.0	BURBANK-GLENDALE-PAS
2003-05-05	18.0	BURBANK-GLENDALE-PAS
2003-05-06	18.0	BURBANK-GLENDALE-PAS
2003-05-08	16.0	BURBANK-GLENDALE-PAS
2003-05-09	21.0	BURBANK-GLENDALE-PAS
2003-05-10	16.0	BURBANK-GLENDALE-PAS
2003-05-15	14.0	BURBANK-GLENDALE-PAS
2003-05-29	19.0	BURBANK-GLENDALE-PAS
2003-06-26	15.0	BURBANK-GLENDALE-PAS
2003-06-30	14.0	BURBANK-GLENDALE-PAS
2003-07-08	15.0	BURBANK-GLENDALE-PAS
2003-07-28	15.0	BURBANK-GLENDALE-PAS
2003-07-30	15.0	BURBANK-GLENDALE-PAS
2003-08-19	19.0	BURBANK-GLENDALE-PAS
2003-08-27	15.0	BURBANK-GLENDALE-PAS
2003-09-23	21.0	BURBANK-GLENDALE-PAS
2003-09-24	18.0	BURBANK-GLENDALE-PAS
2003-10-05	18.0	BURBANK-GLENDALE-PAS
2003-10-26	21.0	BURBANK-GLENDALE-PAS
2003-10-30	15.0	BURBANK-GLENDALE-PAS
2003-10-31	15.0	BURBANK-GLENDALE-PAS
2003-11-22	29.0	BURBANK-GLENDALE-PAS
2003-12-08	20.0	BURBANK-GLENDALE-PAS
2003-12-11	28.0	BURBANK-GLENDALE-PAS
2003-12-12	22.0	BURBANK-GLENDALE-PAS
2003-12-15	15.0	BURBANK-GLENDALE-PAS
2004-01-03	22.0	BURBANK-GLENDALE-PAS
2004-01-04	22.0	BURBANK-GLENDALE-PAS
2004-01-21	28.0	BURBANK-GLENDALE-PAS
2004-01-22	39.0	BURBANK-GLENDALE-PAS
2004-01-31	23.0	BURBANK-GLENDALE-PAS
2004-02-01	21.0	BURBANK-GLENDALE-PAS
2004-02-03	25.0	BURBANK-GLENDALE-PAS
2004-02-04	20.0	BURBANK-GLENDALE-PAS
2004-02-05	19.0	BURBANK-GLENDALE-PAS
2004-02-06	21.0	BURBANK-GLENDALE-PAS
2004-02-07	22.0	BURBANK-GLENDALE-PAS
2004-02-08	21.0	BURBANK-GLENDALE-PAS
2004-02-10	35.0	BURBANK-GLENDALE-PAS
2004-02-18	15.0	BURBANK-GLENDALE-PAS
2004-02-22	18.0	BURBANK-GLENDALE-PAS
2004-02-26	27.0	BURBANK-GLENDALE-PAS
2004-02-28	16.0	BURBANK-GLENDALE-PAS
2004-03-03	27.0	BURBANK-GLENDALE-PAS
2004-03-04	14.0	BURBANK-GLENDALE-PAS
2004-03-10	29.0	BURBANK-GLENDALE-PAS
2004-03-11	28.0	BURBANK-GLENDALE-PAS
2004-03-22	16.0	BURBANK-GLENDALE-PAS
2004-03-23	21.0	BURBANK-GLENDALE-PAS
2004-03-24	15.0	BURBANK-GLENDALE-PAS
2004-03-26	22.0	BURBANK-GLENDALE-PAS
2004-03-27	26.0	BURBANK-GLENDALE-PAS
2004-04-01	15.0	BURBANK-GLENDALE-PAS
2004-04-04	14.0	BURBANK-GLENDALE-PAS
2004-04-17	18.0	BURBANK-GLENDALE-PAS
2004-04-22	19.0	BURBANK-GLENDALE-PAS
2004-04-23	26.0	BURBANK-GLENDALE-PAS
2004-04-24	22.0	BURBANK-GLENDALE-PAS
2004-04-27	18.0	BURBANK-GLENDALE-PAS
2004-04-28	22.0	BURBANK-GLENDALE-PAS
2004-04-29	14.0	BURBANK-GLENDALE-PAS
2004-05-02	14.0	BURBANK-GLENDALE-PAS
2004-05-03	21.0	BURBANK-GLENDALE-PAS
2004-05-04	18.0	BURBANK-GLENDALE-PAS
2004-05-09	14.0	BURBANK-GLENDALE-PAS
2004-05-11	15.0	BURBANK-GLENDALE-PAS
2004-05-12	15.0	BURBANK-GLENDALE-PAS
2004-05-16	14.0	BURBANK-GLENDALE-PAS
2004-05-21	15.0	BURBANK-GLENDALE-PAS
2004-05-22	14.0	BURBANK-GLENDALE-PAS
2004-05-23	14.0	BURBANK-GLENDALE-PAS
2004-05-24	14.0	BURBANK-GLENDALE-PAS
2004-06-06	15.0	BURBANK-GLENDALE-PAS
2004-06-08	15.0	BURBANK-GLENDALE-PAS
2004-06-15	14.0	BURBANK-GLENDALE-PAS
2004-06-28	14.0	BURBANK-GLENDALE-PAS
2004-07-03	14.0	BURBANK-GLENDALE-PAS
2004-07-13	15.0	BURBANK-GLENDALE-PAS
2004-07-27	16.0	BURBANK-GLENDALE-PAS
2004-08-13	15.0	BURBANK-GLENDALE-PAS
2004-08-19	19.0	BURBANK-GLENDALE-PAS
2004-08-25	14.0	BURBANK-GLENDALE-PAS
2004-08-31	18.0	BURBANK-GLENDALE-PAS
2004-09-02	20.0	BURBANK-GLENDALE-PAS
2004-09-03	15.0	BURBANK-GLENDALE-PAS
2004-09-14	14.0	BURBANK-GLENDALE-PAS
2004-09-19	15.0	BURBANK-GLENDALE-PAS
2004-09-20	14.0	BURBANK-GLENDALE-PAS
2004-09-21	28.0	BURBANK-GLENDALE-PAS
2004-09-29	14.0	BURBANK-GLENDALE-PAS
2004-10-17	18.0	BURBANK-GLENDALE-PAS
2004-10-18	15.0	BURBANK-GLENDALE-PAS
2004-10-19	16.0	BURBANK-GLENDALE-PAS
2004-10-20	29.0	BURBANK-GLENDALE-PAS
2004-10-26	18.0	BURBANK-GLENDALE-PAS
2004-10-27	21.0	BURBANK-GLENDALE-PAS
2004-11-12	14.0	BURBANK-GLENDALE-PAS
2004-11-14	25.0	BURBANK-GLENDALE-PAS
2004-11-15	20.0	BURBANK-GLENDALE-PAS
2004-11-21	22.0	BURBANK-GLENDALE-PAS
2004-11-22	15.0	BURBANK-GLENDALE-PAS
2004-11-28	25.0	BURBANK-GLENDALE-PAS
2004-11-29	20.0	BURBANK-GLENDALE-PAS
2004-12-05	22.0	BURBANK-GLENDALE-PAS
2004-12-16	33.0	BURBANK-GLENDALE-PAS
2004-12-17	18.0	BURBANK-GLENDALE-PAS
2004-12-20	15.0	BURBANK-GLENDALE-PAS
2004-12-23	15.0	BURBANK-GLENDALE-PAS
2004-12-24	25.0	BURBANK-GLENDALE-PAS
2004-12-27	21.0	BURBANK-GLENDALE-PAS
2004-12-28	28.0	BURBANK-GLENDALE-PAS
2004-12-29	20.0	BURBANK-GLENDALE-PAS
2004-12-31	21.0	BURBANK-GLENDALE-PAS
2005-01-03	18.0	BURBANK-GLENDALE-PAS
2005-01-07	29.0	BURBANK-GLENDALE-PAS
2005-01-08	20.0	BURBANK-GLENDALE-PAS
2005-01-09	23.0	BURBANK-GLENDALE-PAS
2005-01-10	23.0	BURBANK-GLENDALE-PAS
2005-01-11	16.0	BURBANK-GLENDALE-PAS
2005-01-29	23.0	BURBANK-GLENDALE-PAS
2005-01-30	19.0	BURBANK-GLENDALE-PAS
2005-01-31	22.0	BURBANK-GLENDALE-PAS
2005-02-01	26.0	BURBANK-GLENDALE-PAS
2005-02-02	28.0	BURBANK-GLENDALE-PAS
2005-02-03	29.0	BURBANK-GLENDALE-PAS
2005-02-06	19.0	BURBANK-GLENDALE-PAS
2005-02-09	14.0	BURBANK-GLENDALE-PAS
2005-02-11	21.0	BURBANK-GLENDALE-PAS
2005-02-12	21.0	BURBANK-GLENDALE-PAS
2005-02-17	18.0	BURBANK-GLENDALE-PAS
2005-02-18	28.0	BURBANK-GLENDALE-PAS
2005-02-19	20.0	BURBANK-GLENDALE-PAS
2005-02-21	27.0	BURBANK-GLENDALE-PAS
2005-02-22	21.0	BURBANK-GLENDALE-PAS
2005-02-23	18.0	BURBANK-GLENDALE-PAS
2005-03-04	16.0	BURBANK-GLENDALE-PAS
2005-03-10	15.0	BURBANK-GLENDALE-PAS
2005-03-14	29.0	BURBANK-GLENDALE-PAS
2005-03-15	20.0	BURBANK-GLENDALE-PAS
2005-03-23	22.0	BURBANK-GLENDALE-PAS
2005-03-24	19.0	BURBANK-GLENDALE-PAS
2005-03-25	14.0	BURBANK-GLENDALE-PAS
2005-03-26	21.0	BURBANK-GLENDALE-PAS
2005-03-29	29.0	BURBANK-GLENDALE-PAS
2005-03-30	25.0	BURBANK-GLENDALE-PAS
2005-03-31	15.0	BURBANK-GLENDALE-PAS
2005-04-02	15.0	BURBANK-GLENDALE-PAS
2005-04-04	21.0	BURBANK-GLENDALE-PAS
2005-04-05	16.0	BURBANK-GLENDALE-PAS
2005-04-08	20.0	BURBANK-GLENDALE-PAS
2005-04-09	28.0	BURBANK-GLENDALE-PAS
2005-04-10	22.0	BURBANK-GLENDALE-PAS
2005-04-14	19.0	BURBANK-GLENDALE-PAS
2005-04-18	15.0	BURBANK-GLENDALE-PAS
2005-04-22	20.0	BURBANK-GLENDALE-PAS
2005-04-25	15.0	BURBANK-GLENDALE-PAS
2005-04-27	15.0	BURBANK-GLENDALE-PAS
2005-04-28	22.0	BURBANK-GLENDALE-PAS
2005-04-29	15.0	BURBANK-GLENDALE-PAS
2005-05-02	14.0	BURBANK-GLENDALE-PAS
2005-05-05	15.0	BURBANK-GLENDALE-PAS
2005-05-10	22.0	BURBANK-GLENDALE-PAS
2005-05-11	22.0	BURBANK-GLENDALE-PAS
2005-05-12	14.0	BURBANK-GLENDALE-PAS
2005-05-30	15.0	BURBANK-GLENDALE-PAS
2005-06-06	15.0	BURBANK-GLENDALE-PAS
2005-06-09	15.0	BURBANK-GLENDALE-PAS
2005-06-11	15.0	BURBANK-GLENDALE-PAS
2005-06-12	16.0	BURBANK-GLENDALE-PAS
2005-06-14	15.0	BURBANK-GLENDALE-PAS
2005-06-18	14.0	BURBANK-GLENDALE-PAS
2005-06-25	15.0	BURBANK-GLENDALE-PAS
2005-06-26	14.0	BURBANK-GLENDALE-PAS
2005-06-30	15.0	BURBANK-GLENDALE-PAS
2005-07-03	16.0	BURBANK-GLENDALE-PAS
2005-07-14	15.0	BURBANK-GLENDALE-PAS
2005-07-15	15.0	BURBANK-GLENDALE-PAS
2005-07-20	15.0	BURBANK-GLENDALE-PAS
2005-07-23	14.0	BURBANK-GLENDALE-PAS
2005-07-29	18.0	BURBANK-GLENDALE-PAS
2005-08-09	15.0	BURBANK-GLENDALE-PAS
2005-08-24	15.0	BURBANK-GLENDALE-PAS
2005-09-01	14.0	BURBANK-GLENDALE-PAS
2005-09-03	14.0	BURBANK-GLENDALE-PAS
2005-09-09	16.0	BURBANK-GLENDALE-PAS
2005-09-11	14.0	BURBANK-GLENDALE-PAS
2005-09-25	14.0	BURBANK-GLENDALE-PAS
2005-09-28	21.0	BURBANK-GLENDALE-PAS
2005-09-29	21.0	BURBANK-GLENDALE-PAS
2005-10-05	14.0	BURBANK-GLENDALE-PAS
2005-10-06	16.0	BURBANK-GLENDALE-PAS
2005-10-17	14.0	BURBANK-GLENDALE-PAS
2005-10-26	9.0	MOUNT WILSON
2005-10-27	12.0	MOUNT WILSON
2005-11-02	13.0	MOUNT WILSON
2005-11-03	11.0	MOUNT WILSON
2005-11-04	19.0	MOUNT WILSON
2005-11-05	15.0	MOUNT WILSON
2005-11-08	20.0	MOUNT WILSON
2005-11-09	22.0	MOUNT WILSON
2005-11-10	15.0	MOUNT WILSON
2005-11-11	15.0	MOUNT WILSON
2005-11-12	15.0	MOUNT WILSON
2005-11-16	14.0	MOUNT WILSON
2005-11-18	9.0	MOUNT WILSON
2005-11-22	9.0	MOUNT WILSON
2005-11-24	9.0	MOUNT WILSON
2005-11-25	15.0	MOUNT WILSON
2005-11-26	19.0	MOUNT WILSON
2005-11-27	16.0	MOUNT WILSON
2005-11-28	9.0	MOUNT WILSON
2005-11-29	14.0	MOUNT WILSON
2005-11-30	15.0	MOUNT WILSON
2005-12-01	19.0	MOUNT WILSON
2005-12-02	33.0	MOUNT WILSON
2005-12-03	15.0	MOUNT WILSON
2005-12-04	15.0	MOUNT WILSON
2005-12-06	9.0	MOUNT WILSON
2005-12-09	12.0	MOUNT WILSON
2005-12-11	13.0	MOUNT WILSON
2005-12-13	11.0	MOUNT WILSON
2005-12-15	9.0	MOUNT WILSON
2005-12-18	13.0	MOUNT WILSON
2005-12-19	14.0	MOUNT WILSON
2005-12-22	15.0	MOUNT WILSON
2005-12-25	13.0	MOUNT WILSON
2005-12-26	23.0	MOUNT WILSON
2005-12-27	18.0	MOUNT WILSON
2005-12-28	27.0	MOUNT WILSON
2005-12-29	15.0	MOUNT WILSON
2005-12-30	14.0	MOUNT WILSON
2005-12-31	21.0	MOUNT WILSON
2006-01-02	56.0	MOUNT WILSON
2006-01-03	26.0	MOUNT WILSON
2006-01-04	15.0	MOUNT WILSON
2006-01-05	12.0	MOUNT WILSON
2006-01-06	16.0	MOUNT WILSON
2006-01-07	15.0	MOUNT WILSON
2006-01-09	12.0	MOUNT WILSON
2006-01-14	14.0	BURBANK-GLENDALE-PAS
2006-01-15	21.0	MOUNT WILSON
2006-01-16	19.0	MOUNT WILSON
2006-01-17	11.0	MOUNT WILSON
2006-01-20	11.0	MOUNT WILSON
2006-01-23	18.0	MOUNT WILSON
2006-01-26	20.0	MOUNT WILSON
2006-01-27	15.0	MOUNT WILSON
2006-01-28	12.0	MOUNT WILSON
2006-01-29	15.0	MOUNT WILSON
2006-01-30	12.0	MOUNT WILSON
2006-01-31	15.0	MOUNT WILSON
2006-02-01	11.0	MOUNT WILSON
2006-02-02	13.0	MOUNT WILSON
2006-02-03	9.0	MOUNT WILSON
2006-02-06	11.0	MOUNT WILSON
2006-02-13	9.0	MOUNT WILSON
2006-02-14	12.0	MOUNT WILSON
2006-02-15	18.0	MOUNT WILSON
2006-02-16	9.0	MOUNT WILSON
2006-02-17	9.0	MOUNT WILSON
2006-02-18	20.0	MOUNT WILSON
2006-02-19	16.0	BURBANK-GLENDALE-PAS
2006-02-23	13.0	MOUNT WILSON
2006-02-26	16.0	MOUNT WILSON
2006-02-27	28.0	MOUNT WILSON
2006-02-28	39.0	MOUNT WILSON
2006-03-01	12.0	MOUNT WILSON
2006-03-02	11.0	MOUNT WILSON
2006-03-03	26.0	MOUNT WILSON
2006-03-04	16.0	MOUNT WILSON
2006-03-05	11.0	MOUNT WILSON
2006-03-06	18.0	MOUNT WILSON
2006-03-07	15.0	MOUNT WILSON
2006-03-08	14.0	MOUNT WILSON
2006-03-09	16.0	BURBANK-GLENDALE-PAS
2006-03-10	22.0	MOUNT WILSON
2006-03-11	22.0	MOUNT WILSON
2006-03-12	22.0	MOUNT WILSON
2006-03-13	11.0	MOUNT WILSON
2006-03-14	12.0	MOUNT WILSON
2006-03-15	25.0	MOUNT WILSON
2006-03-18	16.0	MOUNT WILSON
2006-03-19	15.0	MOUNT WILSON
2006-03-20	18.0	MOUNT WILSON
2006-03-21	21.0	MOUNT WILSON
2006-03-22	12.0	MOUNT WILSON
2006-03-23	11.0	MOUNT WILSON
2006-03-25	11.0	MOUNT WILSON
2006-03-26	21.0	MOUNT WILSON
2006-03-27	15.0	MOUNT WILSON
2006-03-28	23.0	MOUNT WILSON
2006-03-29	29.0	MOUNT WILSON
2006-03-30	11.0	MOUNT WILSON
2006-03-31	12.0	MOUNT WILSON
2006-04-01	13.0	MOUNT WILSON
2006-04-02	13.0	MOUNT WILSON
2006-04-03	15.0	MOUNT WILSON
2006-04-04	27.0	MOUNT WILSON
2006-04-05	28.0	MOUNT WILSON
2006-04-06	14.0	MOUNT WILSON
2006-04-07	21.0	MOUNT WILSON
2006-04-08	19.0	MOUNT WILSON
2006-04-09	15.0	MOUNT WILSON
2006-04-10	12.0	MOUNT WILSON
2006-04-11	13.0	MOUNT WILSON
2006-04-12	21.0	MOUNT WILSON
2006-04-13	26.0	MOUNT WILSON
2006-04-14	25.0	MOUNT WILSON
2006-04-15	18.0	MOUNT WILSON
2006-04-17	22.0	MOUNT WILSON
2006-04-18	12.0	MOUNT WILSON
2006-04-21	19.0	MOUNT WILSON
2006-04-22	15.0	MOUNT WILSON
2006-04-26	13.0	MOUNT WILSON
2006-04-27	13.0	MOUNT WILSON
2006-04-28	15.0	MOUNT WILSON
2006-04-29	15.0	MOUNT WILSON
2006-05-02	13.0	MOUNT WILSON
2006-05-05	12.0	MOUNT WILSON
2006-05-06	13.0	MOUNT WILSON
2006-05-08	21.0	MOUNT WILSON
2006-05-09	15.0	MOUNT WILSON
2006-05-11	15.0	MOUNT WILSON
2006-05-12	15.0	MOUNT WILSON
2006-05-15	12.0	MOUNT WILSON
2006-05-16	11.0	MOUNT WILSON
2006-05-19	12.0	MOUNT WILSON
2006-05-20	19.0	MOUNT WILSON
2006-05-21	18.0	MOUNT WILSON
2006-05-22	18.0	MOUNT WILSON
2006-05-25	12.0	MOUNT WILSON
2006-05-26	15.0	MOUNT WILSON
2006-05-27	12.0	MOUNT WILSON
2006-05-28	18.0	MOUNT WILSON
2006-05-29	9.0	MOUNT WILSON
2006-06-02	9.0	MOUNT WILSON
2006-06-04	9.0	MOUNT WILSON
2006-06-06	14.0	MOUNT WILSON
2006-06-07	16.0	MOUNT WILSON
2006-06-08	9.0	MOUNT WILSON
2006-06-12	20.0	MOUNT WILSON
2006-06-13	18.0	MOUNT WILSON
2006-06-14	13.0	MOUNT WILSON
2006-06-15	14.0	MOUNT WILSON
2006-06-16	11.0	MOUNT WILSON
2006-06-17	12.0	MOUNT WILSON
2006-06-18	16.0	MOUNT WILSON
2006-06-19	13.0	MOUNT WILSON
2006-06-23	9.0	MOUNT WILSON
2006-06-25	14.0	MOUNT WILSON
2006-06-26	15.0	MOUNT WILSON
2006-06-27	19.0	MOUNT WILSON
2006-06-28	14.0	MOUNT WILSON
2006-06-29	9.0	MOUNT WILSON
2006-07-01	9.0	MOUNT WILSON
2006-07-02	11.0	MOUNT WILSON
2006-07-03	9.0	MOUNT WILSON
2006-07-09	9.0	MOUNT WILSON
2006-07-11	13.0	MOUNT WILSON
2006-07-14	15.0	MOUNT WILSON
2006-07-16	9.0	MOUNT WILSON
2006-07-17	15.0	MOUNT WILSON
2006-07-19	11.0	MOUNT WILSON
2006-07-20	9.0	MOUNT WILSON
2006-07-21	11.0	MOUNT WILSON
2006-07-22	9.0	MOUNT WILSON
2006-07-23	12.0	MOUNT WILSON
2006-07-26	11.0	MOUNT WILSON
2006-07-31	14.0	BURBANK-GLENDALE-PAS
2006-08-01	14.0	BURBANK-GLENDALE-PAS
2006-08-02	15.0	BURBANK-GLENDALE-PAS
2006-08-20	12.0	MOUNT WILSON
2006-08-21	12.0	MOUNT WILSON
2006-08-22	15.0	MOUNT WILSON
2006-08-23	15.0	MOUNT WILSON
2006-08-24	18.0	MOUNT WILSON
2006-08-25	15.0	MOUNT WILSON
2006-08-28	13.0	MOUNT WILSON
2006-08-29	14.0	MOUNT WILSON
2006-08-30	13.0	MOUNT WILSON
2006-08-31	12.0	MOUNT WILSON
2006-09-01	11.0	MOUNT WILSON
2006-09-02	12.0	MOUNT WILSON
2006-09-03	11.0	MOUNT WILSON
2006-09-04	12.0	MOUNT WILSON
2006-09-05	14.0	MOUNT WILSON
2006-09-08	12.0	MOUNT WILSON
2006-09-09	15.0	MOUNT WILSON
2006-09-10	12.0	MOUNT WILSON
2006-09-11	11.0	MOUNT WILSON
2006-09-12	13.0	MOUNT WILSON
2006-09-13	12.0	MOUNT WILSON
2006-09-14	12.0	MOUNT WILSON
2006-09-15	12.0	MOUNT WILSON
2006-09-16	13.0	MOUNT WILSON
2006-09-17	13.0	MOUNT WILSON
2006-09-18	11.0	MOUNT WILSON
2006-09-19	14.0	MOUNT WILSON
2006-09-20	15.0	MOUNT WILSON
2006-09-22	14.0	MOUNT WILSON
2006-09-23	9.0	MOUNT WILSON
2006-09-24	12.0	MOUNT WILSON
2006-09-25	15.0	MOUNT WILSON
2006-09-26	13.0	MOUNT WILSON
2006-09-27	18.0	MOUNT WILSON
2006-09-28	12.0	MOUNT WILSON
2006-09-30	11.0	MOUNT WILSON
2006-10-02	13.0	MOUNT WILSON
2006-10-03	14.0	MOUNT WILSON
2006-10-04	22.0	MOUNT WILSON
2006-10-05	13.0	MOUNT WILSON
2006-10-06	13.0	MOUNT WILSON
2006-10-07	18.0	MOUNT WILSON
2006-10-10	20.0	MOUNT WILSON
2006-10-11	12.0	MOUNT WILSON
2006-10-12	12.0	MOUNT WILSON
2006-10-13	18.0	MOUNT WILSON
2006-10-14	15.0	MOUNT WILSON
2006-10-15	11.0	MOUNT WILSON
2006-10-16	15.0	MOUNT WILSON
2006-10-17	12.0	MOUNT WILSON
2006-10-18	11.0	MOUNT WILSON
2006-10-24	15.0	BURBANK-GLENDALE-PAS
2006-10-31	14.0	MOUNT WILSON
2006-11-02	11.0	MOUNT WILSON
2006-11-03	11.0	MOUNT WILSON
2006-11-04	11.0	MOUNT WILSON
2006-11-07	12.0	MOUNT WILSON
2006-11-08	13.0	MOUNT WILSON
2006-11-09	11.0	MOUNT WILSON
2006-11-10	12.0	MOUNT WILSON
2006-11-11	12.0	MOUNT WILSON
2006-11-12	11.0	MOUNT WILSON
2006-11-14	19.0	MOUNT WILSON
2006-11-15	11.0	MOUNT WILSON
2006-11-17	14.0	MOUNT WILSON
2006-11-18	9.0	MOUNT WILSON
2006-11-19	13.0	MOUNT WILSON
2006-11-20	9.0	MOUNT WILSON
2006-11-21	16.0	MOUNT WILSON
2006-11-22	16.0	MOUNT WILSON
2006-11-23	12.0	MOUNT WILSON
2006-11-25	11.0	MOUNT WILSON
2006-11-27	12.0	MOUNT WILSON
2006-11-28	9.0	MOUNT WILSON
2006-11-29	14.0	MOUNT WILSON
2006-12-03	13.0	MOUNT WILSON
2006-12-04	14.0	MOUNT WILSON
2006-12-08	18.0	MOUNT WILSON
2006-12-09	15.0	MOUNT WILSON
2006-12-10	25.0	MOUNT WILSON
2006-12-11	15.0	MOUNT WILSON
2006-12-12	9.0	MOUNT WILSON
2006-12-13	15.0	MOUNT WILSON
2006-12-14	14.0	MOUNT WILSON
2006-12-15	18.0	MOUNT WILSON
2006-12-16	22.0	MOUNT WILSON
2006-12-17	16.0	MOUNT WILSON
2006-12-18	9.0	MOUNT WILSON
2006-12-19	12.0	MOUNT WILSON
2006-12-22	15.0	MOUNT WILSON
2006-12-23	20.0	MOUNT WILSON
2006-12-24	15.0	MOUNT WILSON
2006-12-26	18.0	MOUNT WILSON
2006-12-27	20.0	MOUNT WILSON
2006-12-28	22.0	MOUNT WILSON
2006-12-29	15.0	MOUNT WILSON
2006-12-30	15.0	MOUNT WILSON
2006-12-31	9.0	MOUNT WILSON
2007-01-01	12.0	MOUNT WILSON
2007-01-02	11.0	MOUNT WILSON
2007-01-04	11.0	MOUNT WILSON
2007-01-05	18.0	MOUNT WILSON
2007-01-06	28.0	MOUNT WILSON
2007-01-07	17.0	MOUNT WILSON
2007-01-08	9.0	MOUNT WILSON
2007-01-09	12.0	MOUNT WILSON
2007-01-11	15.0	MOUNT WILSON
2007-01-12	18.0	MOUNT WILSON
2007-01-15	13.0	MOUNT WILSON
2007-01-17	15.0	MOUNT WILSON
2007-01-18	11.0	MOUNT WILSON
2007-01-19	11.0	MOUNT WILSON
2007-01-21	15.0	MOUNT WILSON
2007-01-22	13.0	MOUNT WILSON
2007-01-25	17.0	MOUNT WILSON
2007-01-26	14.0	MOUNT WILSON
2007-01-27	18.0	MOUNT WILSON
2007-01-28	17.0	MOUNT WILSON
2007-01-29	18.0	MOUNT WILSON
2007-01-30	12.0	MOUNT WILSON
2007-02-02	17.0	MOUNT WILSON
2007-02-05	9.0	MOUNT WILSON
